id,name,city,code,phone_prefix,state_id:id,country_id:id
051860,051860,SANTA ROSA DE OSOS,05686,4,res_country_state_co_05,base.co
051867,051867,SANTA ROSA DE OSOS,05686,4,res_country_state_co_05,base.co
051868,051868,SANTA ROSA DE OSOS,05686,4,res_country_state_co_05,base.co
052010,052010,VALDIVIA,05854,4,res_country_state_co_05,base.co
052017,052017,VALDIVIA,05854,4,res_country_state_co_05,base.co
052018,052018,VALDIVIA,05854,4,res_country_state_co_05,base.co
052020,052020,CAMPAMENTO,05134,4,res_country_state_co_05,base.co
052027,052027,CAMPAMENTO,05134,4,res_country_state_co_05,base.co
052030,052030,YARUMAL,05887,4,res_country_state_co_05,base.co
052037,052037,YARUMAL,05887,4,res_country_state_co_05,base.co
052038,052038,YARUMAL,05887,4,res_country_state_co_05,base.co
052040,052040,SAN ANDRÉS DE CUERQUÍA,05647,4,res_country_state_co_05,base.co
052047,052047,SAN ANDRÉS DE CUERQUÍA,05647,4,res_country_state_co_05,base.co
052050,052050,TOLEDO,05819,4,res_country_state_co_05,base.co
052057,052057,TOLEDO,05819,4,res_country_state_co_05,base.co
052060,052060,BRICEÑO,05107,4,res_country_state_co_05,base.co
052067,052067,BRICEÑO,05107,4,res_country_state_co_05,base.co
052068,052068,BRICEÑO,05107,4,res_country_state_co_05,base.co
052070,052070,ITUANGO,05361,4,res_country_state_co_05,base.co
052077,052077,ITUANGO,05361,4,res_country_state_co_05,base.co
052078,052078,ITUANGO,05361,4,res_country_state_co_05,base.co
052079,052079,ITUANGO,05361,4,res_country_state_co_05,base.co
052410,052410,CAUCASIA,05154,4,res_country_state_co_05,base.co
052417,052417,CAUCASIA,05154,4,res_country_state_co_05,base.co
052418,052418,CAUCASIA,05154,4,res_country_state_co_05,base.co
052420,052420,NECHÍ,05495,4,res_country_state_co_05,base.co
052427,052427,NECHÍ,05495,4,res_country_state_co_05,base.co
052428,052428,NECHÍ,05495,4,res_country_state_co_05,base.co
052430,052430,EL BAGRE,05250,4,res_country_state_co_05,base.co
052437,052437,EL BAGRE,05250,4,res_country_state_co_05,base.co
052438,052438,EL BAGRE,05250,4,res_country_state_co_05,base.co
052440,052440,ZARAGOZA,05895,4,res_country_state_co_05,base.co
052447,052447,ZARAGOZA,05895,4,res_country_state_co_05,base.co
052448,052448,ZARAGOZA,05895,4,res_country_state_co_05,base.co
052450,052450,CÁCERES,05120,4,res_country_state_co_05,base.co
052457,052457,CÁCERES,05120,4,res_country_state_co_05,base.co
052458,052458,CÁCERES,05120,4,res_country_state_co_05,base.co
052460,052460,TARAZÁ,05790,4,res_country_state_co_05,base.co
052467,052467,TARAZÁ,05790,4,res_country_state_co_05,base.co
052468,052468,TARAZÁ,05790,4,res_country_state_co_05,base.co
052810,052810,SEGOVIA,05736,4,res_country_state_co_05,base.co
052817,052817,SEGOVIA,05736,4,res_country_state_co_05,base.co
052818,052818,SEGOVIA,05736,4,res_country_state_co_05,base.co
052820,052820,REMEDIOS,05604,4,res_country_state_co_05,base.co
052827,052827,REMEDIOS,05604,4,res_country_state_co_05,base.co
052828,052828,REMEDIOS,05604,4,res_country_state_co_05,base.co
052830,052830,VEGACHÍ,05858,4,res_country_state_co_05,base.co
052837,052837,VEGACHÍ,05858,4,res_country_state_co_05,base.co
052840,052840,AMALFI,05031,4,res_country_state_co_05,base.co
052847,052847,AMALFI,05031,4,res_country_state_co_05,base.co
052848,052848,AMALFI,05031,4,res_country_state_co_05,base.co
052850,052850,ANORÍ,05040,4,res_country_state_co_05,base.co
052857,052857,ANORÍ,05040,4,res_country_state_co_05,base.co
053010,053010,YALÍ,05885,4,res_country_state_co_05,base.co
053017,053017,YALÍ,05885,4,res_country_state_co_05,base.co
053020,053020,YOLOMBÓ,05890,4,res_country_state_co_05,base.co
053027,053027,YOLOMBÓ,05890,4,res_country_state_co_05,base.co
053028,053028,YOLOMBÓ,05890,4,res_country_state_co_05,base.co
053030,053030,SAN ROQUE,05670,4,res_country_state_co_05,base.co
053037,053037,SAN ROQUE,05670,4,res_country_state_co_05,base.co
053040,053040,SANTO DOMINGO,05690,4,res_country_state_co_05,base.co
053047,053047,SANTO DOMINGO,05690,4,res_country_state_co_05,base.co
053048,053048,SANTO DOMINGO,05690,4,res_country_state_co_05,base.co
053050,053050,CISNEROS,05190,4,res_country_state_co_05,base.co
053057,053057,CISNEROS,05190,4,res_country_state_co_05,base.co
053410,053410,YONDÓ,05893,4,res_country_state_co_05,base.co
053417,053417,YONDÓ,05893,4,res_country_state_co_05,base.co
053418,053418,YONDÓ,05893,4,res_country_state_co_05,base.co
053420,053420,PUERTO BERRÍO,05579,4,res_country_state_co_05,base.co
053427,053427,PUERTO BERRÍO,05579,4,res_country_state_co_05,base.co
053428,053428,PUERTO BERRÍO,05579,4,res_country_state_co_05,base.co
053430,053430,PUERTO NARE,05585,4,res_country_state_co_05,base.co
053437,053437,PUERTO NARE,05585,4,res_country_state_co_05,base.co
053440,053440,PUERTO TRIUNFO,05591,4,res_country_state_co_05,base.co
053447,053447,PUERTO TRIUNFO,05591,4,res_country_state_co_05,base.co
053448,053448,PUERTO TRIUNFO,05591,4,res_country_state_co_05,base.co
053450,053450,CARACOLÍ,05142,4,res_country_state_co_05,base.co
053457,053457,CARACOLÍ,05142,4,res_country_state_co_05,base.co
053460,053460,MACEO,05425,4,res_country_state_co_05,base.co
053467,053467,MACEO,05425,4,res_country_state_co_05,base.co
053810,053810,CONCEPCIÓN,05206,4,res_country_state_co_05,base.co
053817,053817,CONCEPCIÓN,05206,4,res_country_state_co_05,base.co
053820,053820,ALEJANDRÍA,05021,4,res_country_state_co_05,base.co
053827,053827,ALEJANDRÍA,05021,4,res_country_state_co_05,base.co
053830,053830,SAN RAFAEL,05667,4,res_country_state_co_05,base.co
053837,053837,SAN RAFAEL,05667,4,res_country_state_co_05,base.co
053838,053838,SAN RAFAEL,05667,4,res_country_state_co_05,base.co
053840,053840,GUATAPÉ,05321,4,res_country_state_co_05,base.co
053847,053847,GUATAPÉ,05321,4,res_country_state_co_05,base.co
053850,053850,PEÑOL,05541,4,res_country_state_co_05,base.co
053857,053857,PEÑOL,05541,4,res_country_state_co_05,base.co
054010,054010,SAN VICENTE FERRER,05674,4,res_country_state_co_05,base.co
054017,054017,SAN VICENTE FERRER,05674,4,res_country_state_co_05,base.co
054018,054018,SAN VICENTE FERRER,05674,4,res_country_state_co_05,base.co
054020,054020,MARINILLA,05440,4,res_country_state_co_05,base.co
054027,054027,MARINILLA,05440,4,res_country_state_co_05,base.co
054028,054028,MARINILLA,05440,4,res_country_state_co_05,base.co
054030,054030,EL CARMEN DE VIBORAL,05148,4,res_country_state_co_05,base.co
054037,054037,EL CARMEN DE VIBORAL,05148,4,res_country_state_co_05,base.co
054038,054038,EL CARMEN DE VIBORAL,05148,4,res_country_state_co_05,base.co
054040,054040,RIONEGRO,05615,4,res_country_state_co_05,base.co
054047,054047,RIONEGRO,05615,4,res_country_state_co_05,base.co
054048,054048,RIONEGRO,05615,4,res_country_state_co_05,base.co
054050,054050,GUARNE,05318,4,res_country_state_co_05,base.co
054057,054057,GUARNE,05318,4,res_country_state_co_05,base.co
054058,054058,GUARNE,05318,4,res_country_state_co_05,base.co
054410,054410,GRANADA,05313,4,res_country_state_co_05,base.co
054417,054417,GRANADA,05313,4,res_country_state_co_05,base.co
054420,054420,SAN CARLOS,05649,4,res_country_state_co_05,base.co
054427,054427,SAN CARLOS,05649,4,res_country_state_co_05,base.co
054428,054428,SAN CARLOS,05649,4,res_country_state_co_05,base.co
054430,054430,SAN LUIS,05660,4,res_country_state_co_05,base.co
054437,054437,SAN LUIS,05660,4,res_country_state_co_05,base.co
054438,054438,SAN LUIS,05660,4,res_country_state_co_05,base.co
054440,054440,COCORNÁ,05197,4,res_country_state_co_05,base.co
054447,054447,COCORNÁ,05197,4,res_country_state_co_05,base.co
054448,054448,COCORNÁ,05197,4,res_country_state_co_05,base.co
054450,054450,EL SANTUARIO,05697,4,res_country_state_co_05,base.co
054457,054457,EL SANTUARIO,05697,4,res_country_state_co_05,base.co
054810,054810,SAN FRANCISCO,05652,4,res_country_state_co_05,base.co
054817,054817,SAN FRANCISCO,05652,4,res_country_state_co_05,base.co
054818,054818,SAN FRANCISCO,05652,4,res_country_state_co_05,base.co
054820,054820,SONSÓN,05756,4,res_country_state_co_05,base.co
054827,054827,SONSÓN,05756,4,res_country_state_co_05,base.co
054828,054828,SONSÓN,05756,4,res_country_state_co_05,base.co
054829,054829,SONSÓN,05756,4,res_country_state_co_05,base.co
054830,054830,ARGELIA,05055,4,res_country_state_co_05,base.co
054837,054837,ARGELIA,05055,4,res_country_state_co_05,base.co
054838,054838,ARGELIA,05055,4,res_country_state_co_05,base.co
054840,054840,NARIÑO,05483,4,res_country_state_co_05,base.co
054847,054847,NARIÑO,05483,4,res_country_state_co_05,base.co
054848,054848,NARIÑO,05483,4,res_country_state_co_05,base.co
055010,055010,LA CEJA,05376,4,res_country_state_co_05,base.co
055017,055017,LA CEJA,05376,4,res_country_state_co_05,base.co
055018,055018,LA CEJA,05376,4,res_country_state_co_05,base.co
055020,055020,LA UNIÓN,05400,4,res_country_state_co_05,base.co
055027,055027,LA UNIÓN,05400,4,res_country_state_co_05,base.co
055028,055028,LA UNIÓN,05400,4,res_country_state_co_05,base.co
055030,055030,ABEJORRAL,05002,4,res_country_state_co_05,base.co
055037,055037,ABEJORRAL,05002,4,res_country_state_co_05,base.co
055038,055038,ABEJORRAL,05002,4,res_country_state_co_05,base.co
055040,055040,MONTEBELLO,05467,4,res_country_state_co_05,base.co
055047,055047,MONTEBELLO,05467,4,res_country_state_co_05,base.co
055048,055048,MONTEBELLO,05467,4,res_country_state_co_05,base.co
055050,055050,SANTA BÁRBARA,05679,4,res_country_state_co_05,base.co
055057,055057,SANTA BÁRBARA,05679,4,res_country_state_co_05,base.co
055058,055058,SANTA BÁRBARA,05679,4,res_country_state_co_05,base.co
055060,055060,LA PINTADA,05390,4,res_country_state_co_05,base.co
055067,055067,LA PINTADA,05390,4,res_country_state_co_05,base.co
055068,055068,LA PINTADA,05390,4,res_country_state_co_05,base.co
055070,055070,FREDONIA,05282,4,res_country_state_co_05,base.co
055077,055077,FREDONIA,05282,4,res_country_state_co_05,base.co
055078,055078,FREDONIA,05282,4,res_country_state_co_05,base.co
055410,055410,ITAGÜÍ,05360,4,res_country_state_co_05,base.co
055411,055411,ITAGÜÍ,05360,4,res_country_state_co_05,base.co
055412,055412,ITAGÜÍ,05360,4,res_country_state_co_05,base.co
055413,055413,ITAGÜÍ,05360,4,res_country_state_co_05,base.co
055417,055417,ITAGÜÍ,05360,4,res_country_state_co_05,base.co
055420,055420,ENVIGADO,05266,4,res_country_state_co_05,base.co
055421,055421,ENVIGADO,05266,4,res_country_state_co_05,base.co
055422,055422,ENVIGADO,05266,4,res_country_state_co_05,base.co
055427,055427,ENVIGADO,05266,4,res_country_state_co_05,base.co
055428,055428,ENVIGADO,05266,4,res_country_state_co_05,base.co
055430,055430,RETIRO,05607,4,res_country_state_co_05,base.co
055437,055437,RETIRO,05607,4,res_country_state_co_05,base.co
055438,055438,RETIRO,05607,4,res_country_state_co_05,base.co
055440,055440,CALDAS,05129,4,res_country_state_co_05,base.co
055447,055447,CALDAS,05129,4,res_country_state_co_05,base.co
055448,055448,CALDAS,05129,4,res_country_state_co_05,base.co
055450,055450,SABANETA,05631,4,res_country_state_co_05,base.co
055457,055457,SABANETA,05631,4,res_country_state_co_05,base.co
055460,055460,LA ESTRELLA,05380,4,res_country_state_co_05,base.co
055467,055467,LA ESTRELLA,05380,4,res_country_state_co_05,base.co
055468,055468,LA ESTRELLA,05380,4,res_country_state_co_05,base.co
055810,055810,EBÉJICO,05240,4,res_country_state_co_05,base.co
055817,055817,EBÉJICO,05240,4,res_country_state_co_05,base.co
055818,055818,EBÉJICO,05240,4,res_country_state_co_05,base.co
055820,055820,HELICONIA,05347,4,res_country_state_co_05,base.co
055827,055827,HELICONIA,05347,4,res_country_state_co_05,base.co
055830,055830,ANGELÓPOLIS,05036,4,res_country_state_co_05,base.co
055837,055837,ANGELÓPOLIS,05036,4,res_country_state_co_05,base.co
055840,055840,AMAGÁ,05030,4,res_country_state_co_05,base.co
055847,055847,AMAGÁ,05030,4,res_country_state_co_05,base.co
055848,055848,AMAGÁ,05030,4,res_country_state_co_05,base.co
055850,055850,TITIRIBÍ,05809,4,res_country_state_co_05,base.co
055857,055857,TITIRIBÍ,05809,4,res_country_state_co_05,base.co
055858,055858,TITIRIBÍ,05809,4,res_country_state_co_05,base.co
055860,055860,ARMENIA,05059,4,res_country_state_co_05,base.co
055867,055867,ARMENIA,05059,4,res_country_state_co_05,base.co
056010,056010,JERICÓ,05368,4,res_country_state_co_05,base.co
056017,056017,JERICÓ,05368,4,res_country_state_co_05,base.co
056020,056020,TÁMESIS,05789,4,res_country_state_co_05,base.co
056027,056027,TÁMESIS,05789,4,res_country_state_co_05,base.co
056028,056028,TÁMESIS,05789,4,res_country_state_co_05,base.co
056030,056030,VALPARAÍSO,05856,4,res_country_state_co_05,base.co
056037,056037,VALPARAÍSO,05856,4,res_country_state_co_05,base.co
056040,056040,CARAMANTA,05145,4,res_country_state_co_05,base.co
056047,056047,CARAMANTA,05145,4,res_country_state_co_05,base.co
056050,056050,JARDÍN,05364,4,res_country_state_co_05,base.co
056057,056057,JARDÍN,05364,4,res_country_state_co_05,base.co
056060,056060,ANDES,05034,4,res_country_state_co_05,base.co
056067,056067,ANDES,05034,4,res_country_state_co_05,base.co
056068,056068,ANDES,05034,4,res_country_state_co_05,base.co
056070,056070,BETANIA,05091,4,res_country_state_co_05,base.co
056077,056077,BETANIA,05091,4,res_country_state_co_05,base.co
056410,056410,CONCORDIA,05209,4,res_country_state_co_05,base.co
056417,056417,CONCORDIA,05209,4,res_country_state_co_05,base.co
056420,056420,VENECIA,05861,4,res_country_state_co_05,base.co
056427,056427,VENECIA,05861,4,res_country_state_co_05,base.co
056430,056430,TARSO,05792,4,res_country_state_co_05,base.co
056437,056437,TARSO,05792,4,res_country_state_co_05,base.co
056438,056438,TARSO,05792,4,res_country_state_co_05,base.co
056440,056440,PUEBLORRICO,05576,4,res_country_state_co_05,base.co
056447,056447,PUEBLORRICO,05576,4,res_country_state_co_05,base.co
056450,056450,HISPANIA,05353,4,res_country_state_co_05,base.co
056457,056457,HISPANIA,05353,4,res_country_state_co_05,base.co
056460,056460,CIUDAD BOLÍVAR,05101,4,res_country_state_co_05,base.co
056467,056467,CIUDAD BOLÍVAR,05101,4,res_country_state_co_05,base.co
056468,056468,CIUDAD BOLÍVAR,05101,4,res_country_state_co_05,base.co
056470,056470,SALGAR,05642,4,res_country_state_co_05,base.co
056477,056477,SALGAR,05642,4,res_country_state_co_05,base.co
056478,056478,SALGAR,05642,4,res_country_state_co_05,base.co
056810,056810,MURINDÓ,05475,4,res_country_state_co_05,base.co
056817,056817,MURINDÓ,05475,4,res_country_state_co_05,base.co
056818,056818,MURINDÓ,05475,4,res_country_state_co_05,base.co
056820,056820,VIGÍA DEL FUERTE,05873,4,res_country_state_co_05,base.co
056827,056827,VIGÍA DEL FUERTE,05873,4,res_country_state_co_05,base.co
056828,056828,VIGÍA DEL FUERTE,05873,4,res_country_state_co_05,base.co
056830,056830,URRAO,05847,4,res_country_state_co_05,base.co
056837,056837,URRAO,05847,4,res_country_state_co_05,base.co
056838,056838,URRAO,05847,4,res_country_state_co_05,base.co
056840,056840,CAICEDO,05125,4,res_country_state_co_05,base.co
056847,056847,CAICEDO,05125,4,res_country_state_co_05,base.co
056850,056850,ANZÁ,05044,4,res_country_state_co_05,base.co
056857,056857,ANZÁ,05044,4,res_country_state_co_05,base.co
056858,056858,ANZÁ,05044,4,res_country_state_co_05,base.co
056860,056860,BETULIA,05093,4,res_country_state_co_05,base.co
056867,056867,BETULIA,05093,4,res_country_state_co_05,base.co
056868,056868,BETULIA,05093,4,res_country_state_co_05,base.co
057010,057010,PEQUE,05543,4,res_country_state_co_05,base.co
057017,057017,PEQUE,05543,4,res_country_state_co_05,base.co
057018,057018,PEQUE,05543,4,res_country_state_co_05,base.co
057020,057020,SABANALARGA,05628,4,res_country_state_co_05,base.co
057027,057027,SABANALARGA,05628,4,res_country_state_co_05,base.co
057028,057028,SABANALARGA,05628,4,res_country_state_co_05,base.co
057030,057030,BURITICÁ,05113,4,res_country_state_co_05,base.co
057037,057037,BURITICÁ,05113,4,res_country_state_co_05,base.co
057038,057038,BURITICÁ,05113,4,res_country_state_co_05,base.co
057040,057040,GIRALDO,05306,4,res_country_state_co_05,base.co
057047,057047,GIRALDO,05306,4,res_country_state_co_05,base.co
057050,057050,SANTA FÉ DE ANTIOQUIA,05042,4,res_country_state_co_05,base.co
057057,057057,SANTA FÉ DE ANTIOQUIA,05042,4,res_country_state_co_05,base.co
057058,057058,SANTA FÉ DE ANTIOQUIA,05042,4,res_country_state_co_05,base.co
057060,057060,CAÑASGORDAS,05138,4,res_country_state_co_05,base.co
057067,057067,CAÑASGORDAS,05138,4,res_country_state_co_05,base.co
057068,057068,CAÑASGORDAS,05138,4,res_country_state_co_05,base.co
057410,057410,CHIGORODÓ,05172,4,res_country_state_co_05,base.co
057417,057417,CHIGORODÓ,05172,4,res_country_state_co_05,base.co
057418,057418,CHIGORODÓ,05172,4,res_country_state_co_05,base.co
057420,057420,MUTATÁ,05480,4,res_country_state_co_05,base.co
057427,057427,MUTATÁ,05480,4,res_country_state_co_05,base.co
057428,057428,MUTATÁ,05480,4,res_country_state_co_05,base.co
057430,057430,DABEIBA,05234,4,res_country_state_co_05,base.co
057437,057437,DABEIBA,05234,4,res_country_state_co_05,base.co
057438,057438,DABEIBA,05234,4,res_country_state_co_05,base.co
057440,057440,URAMITA,05842,4,res_country_state_co_05,base.co
057447,057447,URAMITA,05842,4,res_country_state_co_05,base.co
057450,057450,FRONTINO,05284,4,res_country_state_co_05,base.co
057457,057457,FRONTINO,05284,4,res_country_state_co_05,base.co
057458,057458,FRONTINO,05284,4,res_country_state_co_05,base.co
057460,057460,ABRIAQUÍ,05004,4,res_country_state_co_05,base.co
057467,057467,ABRIAQUÍ,05004,4,res_country_state_co_05,base.co
057810,057810,SAN JUAN DE URABÁ,05659,4,res_country_state_co_05,base.co
057817,057817,SAN JUAN DE URABÁ,05659,4,res_country_state_co_05,base.co
057820,057820,ARBOLETES,05051,4,res_country_state_co_05,base.co
057827,057827,ARBOLETES,05051,4,res_country_state_co_05,base.co
057828,057828,ARBOLETES,05051,4,res_country_state_co_05,base.co
057829,057829,ARBOLETES,05051,4,res_country_state_co_05,base.co
057830,057830,SAN PEDRO DE URABÁ,05665,4,res_country_state_co_05,base.co
057837,057837,SAN PEDRO DE URABÁ,05665,4,res_country_state_co_05,base.co
057838,057838,SAN PEDRO DE URABÁ,05665,4,res_country_state_co_05,base.co
057839,057839,SAN PEDRO DE URABÁ,05665,4,res_country_state_co_05,base.co
057840,057840,APARTADÓ,05045,4,res_country_state_co_05,base.co
057841,057841,APARTADÓ,05045,4,res_country_state_co_05,base.co
057847,057847,APARTADÓ,05045,4,res_country_state_co_05,base.co
057850,057850,CAREPA,05147,4,res_country_state_co_05,base.co
057857,057857,CAREPA,05147,4,res_country_state_co_05,base.co
057858,057858,CAREPA,05147,4,res_country_state_co_05,base.co
057860,057860,TURBO,05837,4,res_country_state_co_05,base.co
057867,057867,TURBO,05837,4,res_country_state_co_05,base.co
057868,057868,TURBO,05837,4,res_country_state_co_05,base.co
057869,057869,TURBO,05837,4,res_country_state_co_05,base.co
057870,057870,NECOCLÍ,05490,4,res_country_state_co_05,base.co
057877,057877,NECOCLÍ,05490,4,res_country_state_co_05,base.co
057878,057878,NECOCLÍ,05490,4,res_country_state_co_05,base.co
080001,080001,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080002,080002,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080003,080003,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080004,080004,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080005,080005,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080006,080006,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080007,080007,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080010,080010,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080011,080011,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080012,080012,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080013,080013,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080014,080014,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080015,080015,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080016,080016,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
080020,080020,BARRANQUILLA,08001,5,res_country_state_co_08,base.co
081001,081001,PUERTO COLOMBIA,08573,5,res_country_state_co_08,base.co
081007,081007,PUERTO COLOMBIA,08573,5,res_country_state_co_08,base.co
081008,081008,PUERTO COLOMBIA,08573,5,res_country_state_co_08,base.co
081020,081020,TUBARÁ,08832,5,res_country_state_co_08,base.co
081027,081027,TUBARÁ,08832,5,res_country_state_co_08,base.co
081028,081028,TUBARÁ,08832,5,res_country_state_co_08,base.co
081040,081040,JUAN DE ACOSTA,08372,5,res_country_state_co_08,base.co
081047,081047,JUAN DE ACOSTA,08372,5,res_country_state_co_08,base.co
081048,081048,JUAN DE ACOSTA,08372,5,res_country_state_co_08,base.co
081060,081060,PIOJÓ,08549,5,res_country_state_co_08,base.co
081067,081067,PIOJÓ,08549,5,res_country_state_co_08,base.co
082001,082001,GALAPA,08296,5,res_country_state_co_08,base.co
082007,082007,GALAPA,08296,5,res_country_state_co_08,base.co
