id,code,name
product_uom_code_son,SON,son
product_uom_code_como,COMO,surtido
product_uom_code_asm,ASM,fuerza alcohólica en masa
product_uom_code_asu,ASU,fuerza alcohólica por volumen
product_uom_code_atm,ATM,ambiente estándar
product_uom_code_att,ATT,ambiente técnico
product_uom_code_av,AV,cápsula
product_uom_code_aw,AW,vial lleno de polvo
product_uom_code_sí,SÍ,montaje
product_uom_code_az,AZ,Unidad térmica británica por libra
product_uom_code_b0,B0,Btu por pie cúbico
product_uom_code_b1,B1,barril (US) por día
product_uom_code_b11,B11,julios por kilogramo kelvin
product_uom_code_b12,B12,julios por metro
product_uom_code_b13,B13,julios por metro cuadrado
product_uom_code_b14,B14,julios por metro a la cuarta potencia
product_uom_code_b15,B15,julios por mol
product_uom_code_b16,B16,julios por mol kelvin
product_uom_code_b18,B18,joule segundo
product_uom_code_b2,B2,litera
product_uom_code_b20,B20,joule metro cuadrado por kilogramo
product_uom_code_b21,B21,kelvin por vatio
product_uom_code_b22,B22,Kiloampere
product_uom_code_b23,B23,kiloampere por metro cuadrado
product_uom_code_b24,B24,kiloampere por metro
product_uom_code_b25,B25,kilobecquerel por kilogramo
product_uom_code_b26,B26,kilocoulomb
product_uom_code_b27,B27,kilocoulomb por metro cúbico
product_uom_code_b28,B28,kilocoulomb por metro cuadrado
product_uom_code_b29,B29,kiloelectronvolt
product_uom_code_b3,B3,libra de bateo
product_uom_code_b31,B31,kilogramo metro por segundo
product_uom_code_b32,B32,kilogramo metro cuadrado
product_uom_code_b33,B33,kilogramo metro cuadrado por segundo
product_uom_code_b34,B34,kilogramo por decímetro cúbico
product_uom_code_b35,B35,kilogramo por litro
product_uom_code_b36,B36,caloría termoquímica por gramo
product_uom_code_b37,B37,kilogramo de fuerza
product_uom_code_b38,B38,metro de fuerza de kilogramo
product_uom_code_b39,B39,metro de fuerza de kilogramo por segundo
product_uom_code_b4,B4,"barril, imperial"
product_uom_code_b40,B40,kilogramo de fuerza por metro cuadrado
product_uom_code_b41,B41,kilojoule per kelvin
product_uom_code_b42,B42,kilojoule por kilogramo
product_uom_code_b43,B43,kilojoule por kilogramo kelvin
product_uom_code_b44,B44,kilojoule por mol
product_uom_code_b45,B45,kilomol
product_uom_code_b46,B46,kilomol por metro cúbico
product_uom_code_b47,B47,Kilonewton
product_uom_code_b48,B48,medidor de kilonewton
product_uom_code_b49,B49,kiloohm
product_uom_code_b5,B5,palanquilla
product_uom_code_b50,B50,medidor de kiloohm
product_uom_code_b51,B51,kilopond
product_uom_code_b52,B52,kilosegundo
product_uom_code_b53,B53,kilosiemens
product_uom_code_b54,B54,kilosiemens por metro
product_uom_code_b55,B55,kilovoltios por metro
product_uom_code_b56,B56,kiloveber por metro
product_uom_code_b57,B57,año luz
product_uom_code_b58,B58,litro por mol
product_uom_code_b59,B59,hora lumen
product_uom_code_b6,B6,bollo
product_uom_code_b60,B60,lumen por metro cuadrado
product_uom_code_b61,B61,lumen por vatio
product_uom_code_b62,B62,lumen segundo
product_uom_code_b63,B63,hora de lux
product_uom_code_b64,B64,lux segundo
product_uom_code_b65,B65,Maxwell
product_uom_code_b66,B66,megaamperios por metro cuadrado
product_uom_code_b67,B67,megabecquerel por kilogramo
product_uom_code_b69,B69,megacoulomb por metro cúbico
product_uom_code_b7,B7,ciclo
product_uom_code_b70,B70,megacoulomb por metro cuadrado
product_uom_code_b71,B71,megaelectronvolt
product_uom_code_b72,B72,megagramo por metro cúbico
product_uom_code_b73,B73,meganewton
product_uom_code_b74,B74,medidor de meganewton
product_uom_code_b75,B75,megaohm
product_uom_code_b76,B76,metro megaohm
product_uom_code_b77,B77,megasiemens por metro
product_uom_code_b78,B78,megavoltio
product_uom_code_b79,B79,megavolt por metro
product_uom_code_b8,B8,julios por metro cúbico
product_uom_code_b81,B81,metro recíproco cuadrado recíproco segundo
product_uom_code_b83,B83,metro a la cuarta potencia
product_uom_code_b84,B84,microamperios
product_uom_code_b85,B85,microbar
product_uom_code_b86,B86,microcoulomb
product_uom_code_b87,B87,microcoulomb por metro cúbico
product_uom_code_b88,B88,microcoulomb por metro cuadrado
product_uom_code_b89,B89,microfarada por metro
product_uom_code_b9,B9,batt
product_uom_code_b90,B90,microhenry
product_uom_code_b91,B91,microhenry por metro
product_uom_code_b92,B92,micronewton
product_uom_code_b93,B93,medidor de micronewton
product_uom_code_b94,B94,microohm
product_uom_code_b95,B95,medidor de microohmios
product_uom_code_b96,B96,micropascal
product_uom_code_b97,B97,microradiano
product_uom_code_b98,B98,microsegundo
product_uom_code_b99,B99,microsiemens
product_uom_code_bar,BAR,bar
product_uom_code_bb,BB,caja base
product_uom_code_bd,BD,tablero
product_uom_code_ser,SER,haz
product_uom_code_bft,BFT,pie de tabla
product_uom_code_bg,BG,bolso
product_uom_code_bh,BH,cepillo
product_uom_code_bhp,BHP,potencia al freno
product_uom_code_bil,BIL,trillón de dólares
product_uom_code_bj,BJ,cangilón
product_uom_code_bk,BK,cesta
product_uom_code_bl,BL,bala
product_uom_code_bld,BLD,barril seco
product_uom_code_bll,BLL,"barril (EE. UU.) (petróleo, etc.)"
product_uom_code_bo,BO,botella
product_uom_code_bp,BP,cien pies de tabla
product_uom_code_bql,BQL,becquerel
product_uom_code_br,BR,bar
product_uom_code_bt,BT,tornillo
product_uom_code_btu,BTU,Unidad Térmica Británica
product_uom_code_bua,BUA,bushel (EE. UU.)
product_uom_code_bui,BUI,bushel (Reino Unido)
product_uom_code_bw,BW,peso base
product_uom_code_bx,BX,caja
product_uom_code_bz,BZ,millones de BTUs
product_uom_code_c0,C0,llamada
product_uom_code_c1,C1,producto compuesto libra (peso total)
product_uom_code_c10,C10,millifarad
product_uom_code_c11,C11,miligal
product_uom_code_c12,C12,miligramo por metro
product_uom_code_c13,C13,miligray
product_uom_code_c14,C14,milihenry
product_uom_code_c15,C15,milijoule
product_uom_code_c16,C16,milímetro por segundo
product_uom_code_c17,C17,milímetro cuadrado por segundo
product_uom_code_c18,C18,milimol
product_uom_code_c19,C19,mol por kilogramo
product_uom_code_c2,C2,carset
product_uom_code_c20,C20,millinewton
product_uom_code_c22,C22,millinewton por metro
product_uom_code_c23,C23,medidor de miliohm
product_uom_code_c24,C24,segundo milipascal
product_uom_code_c25,C25,miliradian
product_uom_code_c26,C26,milisegundo
product_uom_code_c27,C27,milisiemens
product_uom_code_c28,C28,milisievert
product_uom_code_c29,C29,millitesla
product_uom_code_c3,C3,microvoltios por metro
product_uom_code_c30,C30,milivoltios por metro
product_uom_code_c31,C31,milivatios
product_uom_code_c32,C32,milivatios por metro cuadrado
product_uom_code_c33,C33,milliweber
product_uom_code_c34,C34,Topo
product_uom_code_c35,C35,mol por decímetro cúbico
product_uom_code_c36,C36,mol por metro cúbico
product_uom_code_c38,C38,mol por litro
product_uom_code_c39,C39,Nanoampere
product_uom_code_c4,C4,partido de carga
product_uom_code_c40,C40,nanocoulomb
product_uom_code_c41,C41,nanofarad
product_uom_code_c42,C42,nanofarad por metro
product_uom_code_c43,C43,nanohenry
product_uom_code_c44,C44,nanohenry por metro
product_uom_code_c45,C45,nanometro
product_uom_code_c46,C46,medidor de nanoohm
product_uom_code_c47,C47,nanosegundo
product_uom_code_c48,C48,nanotesla
product_uom_code_c49,C49,nanovatio
product_uom_code_c5,C5,costo
product_uom_code_c50,C50,neper
product_uom_code_c51,C51,neper por segundo
product_uom_code_c52,C52,picometro
product_uom_code_c53,C53,metro de newton segundo
product_uom_code_c54,C54,newton metro cuadrado kilogramo cuadrado
product_uom_code_c55,C55,newton por metro cuadrado
product_uom_code_c56,C56,newton por milímetro cuadrado
product_uom_code_c57,C57,newton segundo
product_uom_code_c58,C58,newton segundo por metro
product_uom_code_c59,C59,octava
product_uom_code_c6,C6,célula
product_uom_code_c60,C60,ohm centímetro
product_uom_code_c61,C61,ohm metro
product_uom_code_c62,C62,uno
product_uom_code_c63,C63,parsec
product_uom_code_c64,C64,pascal por kelvin
product_uom_code_c65,C65,segundo pascal
product_uom_code_c66,C66,segundo pascal por metro cúbico
product_uom_code_c67,C67,segundo pascal por metro
product_uom_code_c68,C68,petajoule
product_uom_code_c69,C69,telefono
product_uom_code_c7,C7,centipoise
product_uom_code_c70,C70,picoampere
product_uom_code_c71,C71,picocoulomb
product_uom_code_c72,C72,picofarad por metro
product_uom_code_c73,C73,picohenry
product_uom_code_c75,C75,picowatt
product_uom_code_c76,C76,picowatt por metro cuadrado
product_uom_code_c77,C77,medidor de libras
product_uom_code_c78,C78,fuerza de libra
product_uom_code_c8,C8,Millicoulomb por kilogramo
product_uom_code_c80,C80,rad
product_uom_code_c81,C81,radián
product_uom_code_c82,C82,medidor de radianes al cuadrado por mol
product_uom_code_c83,C83,medidor de radianes al cuadrado por kilogramo
product_uom_code_c84,C84,radian por metro
product_uom_code_c85,C85,â € ngstr recíproco “m
product_uom_code_c86,C86,metro cúbico recíproco
product_uom_code_c87,C87,metro cúbico recíproco por segundo
product_uom_code_c88,C88,voltios de electrones recíprocos por metro cúbico
product_uom_code_c89,C89,Henry Recíproco
product_uom_code_c9,C9,grupo de bobina
product_uom_code_c90,C90,Joule recíproco por metro cúbico
product_uom_code_c91,C91,kelvin recíproco o kelvin al poder menos uno
product_uom_code_c92,C92,medidor recíproco
product_uom_code_c93,C93,metro cuadrado recíproco
product_uom_code_c94,C94,minuto recíproco
product_uom_code_c95,C95,mole recíproco
product_uom_code_c96,C96,Pascal recíproco o pascal a la potencia menos uno.
product_uom_code_c97,C97,segundo recíproco
product_uom_code_c98,C98,segundo recíproco por metro cúbico
product_uom_code_c99,C99,segundo recíproco por metro cuadrado
product_uom_code_ca,CA,Caja
product_uom_code_cct,CCT,Capacidad de carga en toneladas métricas.
product_uom_code_cdl,CDL,candela
product_uom_code_cel,CEL,grado Celsius
product_uom_code_cen,CEN,cien
product_uom_code_cg,CG,tarjeta
product_uom_code_cgm,CGM,centigramo
product_uom_code_ch,CH,envase
product_uom_code_cj,CJ,cono
product_uom_code_ck,CK,conector
product_uom_code_ckg,CKG,Coulomb por kilogramo
product_uom_code_cl,CL,bobina
product_uom_code_clf,CLF,cientos de licencia
product_uom_code_clt,CLT,centilitro
product_uom_code_cmk,CMK,centímetro cuadrado
product_uom_code_cmq,CMQ,centímetro cúbico
product_uom_code_cmt,CMT,centímetro
product_uom_code_cnp,CNP,paquete de cien
product_uom_code_cnt,CNT,Cental (Reino Unido)
product_uom_code_co,CO,garrafón
product_uom_code_cou,COU,culombio
product_uom_code_cq,CQ,cartucho
product_uom_code_cr,CR,caja
product_uom_code_cs,CS,caso
product_uom_code_ct,CT,caja de cartón
product_uom_code_ctm,CTM,quilate métrico
product_uom_code_cu,CU,vaso
product_uom_code_cur,CUR,curie
product_uom_code_cv,CV,cubrir
product_uom_code_cwa,CWA,cien libras (quintales) / cien pesos (US)
product_uom_code_cwi,CWI,cien pesos (Reino Unido)
product_uom_code_cy,CY,cilindro
product_uom_code_cz,CZ,combo
product_uom_code_d1,D1,segundo recíproco por esteradiano
product_uom_code_d10,D10,siemens por metro
product_uom_code_d12,D12,siemens metro cuadrado por mol
product_uom_code_d13,D13,sievert
product_uom_code_d14,D14,mil yardas lineales
product_uom_code_d15,D15,sone
product_uom_code_d16,D16,centímetro cuadrado por ergio
product_uom_code_d17,D17,centímetro cuadrado por erg esterlina
product_uom_code_d18,D18,metro kelvin
product_uom_code_d19,D19,kelvin metro cuadrado por vatio
product_uom_code_d2,D2,segundo recíproco por metros cuadrados esteradianos
product_uom_code_d20,D20,metro cuadrado por julio
product_uom_code_d21,D21,metro cuadrado por kilogramo
product_uom_code_d22,D22,metro cuadrado por mol
product_uom_code_d23,D23,pluma gramo (proteína)
product_uom_code_d24,D24,metro cuadrado por esterilizador
product_uom_code_d25,D25,metro cuadrado por julios esteradianos
product_uom_code_d26,D26,metro cuadrado por voltio segundo
product_uom_code_d27,D27,esteradiano
product_uom_code_d28,D28,sifón
product_uom_code_d29,D29,terahercios
product_uom_code_d30,D30,terajulio
product_uom_code_d31,D31,teravatio
product_uom_code_d32,D32,hora de teravatio
product_uom_code_d33,D33,tesla
product_uom_code_d34,D34,Texas
product_uom_code_d35,D35,caloría termoquímica
product_uom_code_d37,D37,caloría termoquímica por gramo kelvin
product_uom_code_d38,D38,calorías termoquímicas por segundo centímetro kelvin
product_uom_code_d39,D39,calorías termoquímicas por segundo centímetro cuadrado kelvin
product_uom_code_d40,D40,mil litros
product_uom_code_d41,D41,tonelada por metro cúbico
product_uom_code_d42,D42,año tropical
product_uom_code_d43,D43,unidad de masa atómica unificada
product_uom_code_d44,D44,var
product_uom_code_d45,D45,voltios al cuadrado por kelvin al cuadrado
product_uom_code_d46,D46,voltio – amperio
product_uom_code_d47,D47,voltio por centímetro
product_uom_code_d48,D48,voltio por kelvin
product_uom_code_d49,D49,milivoltios por kelvin
product_uom_code_d5,D5,kilogramo por centímetro cuadrado
product_uom_code_d50,D50,voltios por metro
product_uom_code_d51,D51,voltios por milímetro
product_uom_code_d52,D52,vatios por kelvin
product_uom_code_d53,D53,vatios por metro kelvin
product_uom_code_d54,D54,vatios por metro cuadrado
product_uom_code_d55,D55,vatios por metro cuadrado kelvin
product_uom_code_d56,D56,vatios por metro cuadrado de kelvin a la cuarta potencia
product_uom_code_d57,D57,vatios por steradian
product_uom_code_d58,D58,vatios por metro cuadrado esterlino
product_uom_code_d59,D59,weber por metro
product_uom_code_d6,D6,röntgen por segundo
product_uom_code_d60,D60,weber por milímetro
product_uom_code_d61,D61,minuto
product_uom_code_d62,D62,segundo
product_uom_code_d63,D63,libro
product_uom_code_d64,D64,bloquear
product_uom_code_d65,D65,redondo
product_uom_code_d66,D66,casete
product_uom_code_d67,D67,dólar por hora
product_uom_code_d69,D69,pulgada a la cuarta potencia
product_uom_code_d7,D7,Sandwich
product_uom_code_d70,D70,Tabla Internacional (IT) caloría
product_uom_code_d71,D71,Tabla Internacional (IT) calorías por segundo centímetro kelvin
product_uom_code_d72,D72,Tabla Internacional (IT) calorías por segundo centímetro cuadrado kelvin
product_uom_code_d73,D73,joule metro cuadrado
product_uom_code_d74,D74,kilogramo por mol
product_uom_code_d75,D75,Tabla Internacional (IT) calorías por gramo
product_uom_code_d76,D76,Tabla Internacional (IT) calorías por gramo kelvin
product_uom_code_d77,D77,megacoulomb
product_uom_code_d79,D79,haz
product_uom_code_d8,D8,puntaje de drenaje
product_uom_code_d80,D80,microwatt
product_uom_code_d81,D81,microtesla
product_uom_code_d82,D82,microvoltio
product_uom_code_d83,D83,medidor de millinewton
product_uom_code_d85,D85,microwatt por metro cuadrado
product_uom_code_d86,D86,Millicoulomb
product_uom_code_d87,D87,milimol por kilogramo
product_uom_code_d88,D88,millicoulomb por metro cúbico
product_uom_code_d89,D89,millicoulomb por metro cuadrado
product_uom_code_d9,D9,dina por centímetro cuadrado
product_uom_code_d90,D90,metro cúbico (neto)
product_uom_code_d91,D91,movimiento rápido del ojo
product_uom_code_d92,D92,banda
product_uom_code_d93,D93,segundo por metro cúbico
product_uom_code_d94,D94,segundo por metro cúbico radianes
product_uom_code_d95,D95,julios por gramo
product_uom_code_d96,D96,libra bruta
product_uom_code_d97,D97,carga de palet / unidad
product_uom_code_d98,D98,libra de masa
product_uom_code_d99,D99,manga
product_uom_code_daa,DAA,despreciar
product_uom_code_dad,DAD,diez dias
product_uom_code_day,DAY,día
product_uom_code_db,DB,libra seca
product_uom_code_dc,DC,disco
product_uom_code_dd,DD,la licenciatura
product_uom_code_de,DE,acuerdo
product_uom_code_dec,DEC,década
product_uom_code_dg,DG,decigramo
product_uom_code_di,DI,dispensador
product_uom_code_dj,DJ,decagramo
product_uom_code_dlt,DLT,decilitro
product_uom_code_dmk,DMK,nformaci cuadrado
product_uom_code_dmq,DMQ,decímetro cúbico
product_uom_code_dmt,DMT,decímetro
product_uom_code_dn,DN,medidor de decinewton
product_uom_code_dpc,DPC,docena pieza
product_uom_code_dpr,DPR,docena par
product_uom_code_dpt,DPT,tonelaje de desplazamiento
product_uom_code_dq,DQ,registro de datos
product_uom_code_dr,DR,tambor
product_uom_code_dra,DRA,dram (US)
product_uom_code_dri,DRI,dram (Reino Unido)
product_uom_code_drl,DRL,docena rollo
product_uom_code_drm,DRM,dracma (Reino Unido)
product_uom_code_ds,DS,monitor
product_uom_code_dt,DT,tonelada seca
product_uom_code_dtn,DTN,Decitonne
product_uom_code_du,DU,dina
product_uom_code_dwt,DWT,pennyweight
product_uom_code_dx,DX,dina por centímetro
product_uom_code_dy,DY,libro de directorio
product_uom_code_dzn,DZN,docena
